person_income_boxcox,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status
0.7513858436296598,RENT,3.0,MEDICAL,B,6000,10.75,0.07,N,0
0.5174679648865276,RENT,3.0,VENTURE,C,16000,15.96,0.22,Y,0
-0.25187934846212845,MORTGAGE,6.0,PERSONAL,A,12000,7.66,0.24,N,0
1.6466215434243812,MORTGAGE,1.0,EDUCATION,E,6000,18.64,0.05,Y,0
1.012252533807519,MORTGAGE,2.0,DEBTCONSOLIDATION,A,14400,7.9,0.16,N,0
0.3903432121349361,MORTGAGE,7.0,PERSONAL,C,15900,13.49,0.25,N,0
-0.12395988270649203,RENT,0.0,MEDICAL,B,12500,11.71,0.24,N,1
-1.300912422218326,RENT,6.0,EDUCATION,D,8000,15.58,0.25,N,1
1.6466215434243812,MORTGAGE,4.0,EDUCATION,A,4000,7.14,0.03,N,0
0.45483341783368075,MORTGAGE,5.0,VENTURE,B,10000,12.18,0.14,N,0
0.35736761557288454,MORTGAGE,7.0,DEBTCONSOLIDATION,A,16000,7.49,0.24,N,0
1.0776151624375658,OWN,2.0,EDUCATION,B,2000,9.25,0.02,N,0
0.035741318515277905,RENT,13.0,HOMEIMPROVEMENT,C,15000,14.27,0.26,Y,0
-1.3581993448310927,RENT,7.0,MEDICAL,B,2400,11.71,0.08,N,0
1.012252533807519,MORTGAGE,5.0,PERSONAL,A,12000,6.62,0.13,N,0
-0.7975843223377076,RENT,2.0,DEBTCONSOLIDATION,B,8000,12.53,0.2,N,0
-0.5830198073059402,MORTGAGE,13.0,EDUCATION,B,10000,11.86,0.23,N,1
0.8231463269950147,RENT,3.0,DEBTCONSOLIDATION,B,10000,12.21,0.12,N,0
-0.7973591924575428,RENT,9.0,EDUCATION,A,8000,7.68,0.2,N,0
0.3238853021163068,RENT,5.0,HOMEIMPROVEMENT,B,10000,10.99,0.15,N,0
0.45483341783368075,RENT,9.0,EDUCATION,A,20000,6.54,0.29,N,0
-0.3877293245500711,RENT,7.0,MEDICAL,A,8000,8.9,0.17,N,1
1.012252533807519,MORTGAGE,12.0,EDUCATION,B,6000,9.91,0.07,N,0
-1.1269644981207552,RENT,8.0,MEDICAL,E,10000,16.4,0.29,Y,1
-0.7973591924575428,MORTGAGE,3.0,PERSONAL,B,12000,10.36,0.3,N,0
0.1114203200616098,MORTGAGE,11.0,VENTURE,A,2000,7.66,0.03,N,0
-0.7973591924575428,RENT,1.0,MEDICAL,B,14125,9.91,0.35,N,1
-0.12395988270649203,RENT,3.0,DEBTCONSOLIDATION,C,3000,14.26,0.06,Y,0
-0.12395988270649203,RENT,1.0,PERSONAL,A,9600,9.32,0.18,N,1
0.1114203200616098,RENT,2.0,VENTURE,A,5500,5.42,0.09,N,0
0.1114203200616098,RENT,5.0,PERSONAL,E,17200,17.06,0.28,Y,0
-0.2962342156178043,RENT,5.0,PERSONAL,C,4200,15.23,0.08,Y,0
0.7513858436296598,MORTGAGE,7.0,VENTURE,A,2000,7.51,0.02,N,0
1.012252533807519,MORTGAGE,2.0,VENTURE,A,15000,9.38,0.17,N,0
1.6466215434243812,MORTGAGE,13.0,VENTURE,C,7200,14.72,0.06,Y,0
-1.4470066056143203,RENT,2.0,MEDICAL,A,12000,7.51,0.4,N,1
0.21669672617890026,MORTGAGE,2.0,MEDICAL,D,18000,14.09,0.24,N,1
-0.7973591924575428,RENT,3.0,MEDICAL,C,3000,13.22,0.07,N,0
0.3903432121349361,MORTGAGE,0.0,MEDICAL,A,5000,8.9,0.07,N,0
0.6081629468826527,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.51,0.16,N,0
-1.3581993448310927,RENT,1.0,PERSONAL,C,3200,13.11,0.1,Y,0
-1.953707769127263,RENT,4.0,MEDICAL,B,3000,10.95,0.13,N,0
1.2450424051449376,MORTGAGE,7.0,EDUCATION,A,6000,7.74,0.06,N,0
-1.6859478207348826,OWN,0.0,PERSONAL,A,12000,7.51,0.44,N,0
0.45483341783368075,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,7.29,0.14,N,0
-0.687581589230661,RENT,3.0,VENTURE,B,2000,11.49,0.05,N,0
1.6466215434243812,RENT,0.0,DEBTCONSOLIDATION,B,20000,10.37,0.17,N,0
1.012252533807519,MORTGAGE,8.0,PERSONAL,A,10000,5.99,0.11,N,0
0.1114203200616098,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.62,0.12,N,0
-0.5028087196953348,RENT,6.0,DEBTCONSOLIDATION,A,23500,7.66,0.5,N,1
0.6081629468826527,RENT,3.0,PERSONAL,B,15000,11.49,0.2,N,0
0.6081629468826527,RENT,0.0,PERSONAL,A,10000,6.99,0.13,N,0
0.45483341783368075,RENT,2.0,HOMEIMPROVEMENT,B,16000,12.18,0.23,N,0
0.5783496236044757,MORTGAGE,14.0,DEBTCONSOLIDATION,D,7000,15.62,0.09,N,1
1.4948452288483431,MORTGAGE,21.0,MEDICAL,A,5000,7.9,0.04,N,0
-1.4470066056143203,RENT,0.0,VENTURE,A,12000,8.94,0.4,N,1
1.455169235076122,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6000,11.71,0.05,N,0
-0.687581589230661,RENT,3.0,DEBTCONSOLIDATION,B,3550,11.99,0.08,N,0
0.28988062843598217,MORTGAGE,2.0,VENTURE,D,5000,15.2,0.07,Y,0
2.4726248369861006,RENT,0.0,MEDICAL,C,3000,14.26,0.01,Y,0
2.1359610663932456,MORTGAGE,1.0,VENTURE,B,20000,11.58,0.13,N,0
0.45483341783368075,MORTGAGE,0.0,EDUCATION,C,6000,12.53,0.09,Y,0
-1.2313272902526433,RENT,4.0,PERSONAL,B,9800,10.62,0.28,N,0
1.1549108751705055,MORTGAGE,5.0,PERSONAL,A,15000,5.99,0.16,N,0
0.45483341783368075,RENT,9.0,HOMEIMPROVEMENT,B,12000,11.48,0.17,N,0
-1.034815960393006,MORTGAGE,1.0,MEDICAL,A,8000,6.91,0.22,N,0
-1.1638639539674345,RENT,9.0,HOMEIMPROVEMENT,D,3000,16.32,0.08,Y,1
0.45483341783368075,RENT,0.0,EDUCATION,B,15000,10.99,0.21,N,0
1.2450424051449376,MORTGAGE,6.0,PERSONAL,B,15000,11.49,0.15,N,0
0.8061303712294622,RENT,7.0,HOMEIMPROVEMENT,B,24000,12.53,0.3,N,0
0.8857408067182888,RENT,3.0,EDUCATION,B,8000,10.25,0.09,N,0
1.455169235076122,MORTGAGE,3.0,VENTURE,A,15000,8.94,0.14,N,0
-0.4832051829881542,MORTGAGE,17.0,PERSONAL,C,6000,12.68,0.13,Y,0
-1.4470066056143203,OWN,10.0,MEDICAL,A,6000,5.42,0.2,N,0
1.1317782782451569,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14000,10.65,0.15,N,0
0.21669672617890026,RENT,8.0,MEDICAL,D,18000,14.96,0.24,N,1
0.7650918076069846,OWN,0.0,HOMEIMPROVEMENT,A,20000,6.91,0.25,N,0
0.6375728836848114,RENT,2.0,VENTURE,C,14000,12.61,0.19,N,0
-0.08292842573940847,RENT,1.0,EDUCATION,A,8000,7.14,0.15,N,0
1.3927063869782916,MORTGAGE,11.0,MEDICAL,B,19500,10.99,0.18,N,0
0.28988062843598217,RENT,0.0,PERSONAL,A,3000,5.79,0.05,N,0
0.8857408067182888,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.06,0.07,Y,0
-1.4470066056143203,RENT,5.0,HOMEIMPROVEMENT,C,6500,14.27,0.22,N,1
2.4094021004111035,MORTGAGE,3.0,HOMEIMPROVEMENT,A,17500,5.99,0.1,N,0
-0.43494836330594416,MORTGAGE,9.0,HOMEIMPROVEMENT,C,4500,13.49,0.1,Y,1
-0.2962342156178043,OWN,1.0,EDUCATION,C,2000,12.99,0.04,N,0
1.6466215434243812,RENT,7.0,EDUCATION,B,16000,10.74,0.13,N,0
-0.7973591924575428,MORTGAGE,6.0,EDUCATION,B,6000,11.49,0.15,N,0
0.1114203200616098,RENT,2.0,EDUCATION,C,19750,14.27,0.34,Y,0
-1.4470066056143203,RENT,3.0,MEDICAL,B,10000,11.14,0.33,N,1
1.5482336248126989,RENT,4.0,MEDICAL,A,6000,7.9,0.05,N,1
-0.12395988270649203,MORTGAGE,12.0,PERSONAL,A,12000,6.62,0.22,N,0
-1.4470066056143203,RENT,1.0,VENTURE,D,4000,14.84,0.13,Y,1
-0.2962342156178043,RENT,1.0,VENTURE,A,3000,7.51,0.06,N,0
-1.372755605883259,RENT,5.0,EDUCATION,B,10000,11.49,0.32,N,1
-0.2962342156178043,RENT,7.0,EDUCATION,B,15000,10.99,0.3,N,0
0.1114203200616098,MORTGAGE,8.0,VENTURE,A,6000,8.59,0.1,N,0
0.6952248192028243,RENT,1.0,HOMEIMPROVEMENT,B,24000,10.25,0.31,N,1
0.751164068927399,MORTGAGE,1.0,DEBTCONSOLIDATION,B,6000,12.53,0.08,N,0
1.455169235076122,MORTGAGE,8.0,HOMEIMPROVEMENT,A,28000,7.49,0.25,N,0
2.1359610663932456,RENT,16.0,HOMEIMPROVEMENT,A,25000,7.88,0.17,N,0
-1.8608284519682006,RENT,0.0,MEDICAL,B,5000,10.99,0.2,N,0
-1.034815960393006,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.49,0.22,N,1
0.5174679648865276,RENT,7.0,MEDICAL,A,15000,7.51,0.21,N,0
-0.687581589230661,RENT,2.0,DEBTCONSOLIDATION,C,4800,15.23,0.11,N,0
-0.5828155858244642,RENT,2.0,PERSONAL,D,18250,15.31,0.4,N,1
1.1549108751705055,MORTGAGE,12.0,PERSONAL,B,5000,12.69,0.05,N,0
0.28988062843598217,MORTGAGE,0.0,PERSONAL,B,5200,9.91,0.08,N,0
-0.0897273968930705,RENT,6.0,MEDICAL,B,10000,11.36,0.18,N,1
-0.25187934846212845,RENT,1.0,VENTURE,A,8400,7.14,0.17,N,0
-0.2962342156178043,RENT,3.0,EDUCATION,B,18650,11.71,0.37,N,1
0.1114203200616098,RENT,3.0,MEDICAL,A,3600,5.99,0.06,N,0
2.4726248369861006,MORTGAGE,7.0,EDUCATION,A,24000,7.49,0.12,N,0
-0.12395988270649203,MORTGAGE,16.0,MEDICAL,A,5000,6.03,0.09,N,0
-0.4153709433106861,MORTGAGE,0.0,EDUCATION,A,6500,8.59,0.14,N,0
0.22023791549844826,MORTGAGE,3.0,EDUCATION,A,4000,6.92,0.06,N,0
-0.08292842573940847,MORTGAGE,6.0,MEDICAL,B,2800,11.49,0.05,N,0
-0.042652183083643255,MORTGAGE,1.0,DEBTCONSOLIDATION,B,12000,10.46,0.21,N,0
0.885636581942945,MORTGAGE,7.0,PERSONAL,B,8000,11.99,0.09,N,0
0.35227803601575103,RENT,3.0,PERSONAL,D,10000,16.29,0.15,Y,0
0.1114203200616098,RENT,1.0,EDUCATION,B,12500,11.49,0.21,N,0
-0.20840426828818714,MORTGAGE,11.0,HOMEIMPROVEMENT,A,7800,9.07,0.15,N,0
-1.8611923571451963,RENT,2.0,PERSONAL,C,5400,13.48,0.21,Y,0
-0.08309102867250912,RENT,3.0,MEDICAL,B,5000,10.36,0.09,N,0
0.9219150528922426,MORTGAGE,8.0,MEDICAL,A,12000,5.79,0.14,N,0
0.28988062843598217,MORTGAGE,5.0,VENTURE,A,12000,7.49,0.18,N,0
-0.687581589230661,RENT,1.0,DEBTCONSOLIDATION,B,4000,9.99,0.1,N,0
0.2024742179115162,MORTGAGE,7.0,VENTURE,B,20000,10.25,0.32,N,0
1.8224222044782823,MORTGAGE,5.0,EDUCATION,B,13000,10.75,0.1,N,0
0.1114203200616098,RENT,7.0,MEDICAL,A,6000,7.51,0.1,N,0
-0.7973591924575428,RENT,3.0,EDUCATION,B,1850,10.25,0.04,N,0
0.07390845521100654,RENT,2.0,DEBTCONSOLIDATION,D,8000,14.96,0.14,Y,1
-0.08292842573940847,MORTGAGE,2.0,VENTURE,B,10800,9.91,0.2,N,0
0.3238853021163068,RENT,0.0,PERSONAL,A,3500,7.14,0.05,N,0
0.6081629468826527,MORTGAGE,4.0,VENTURE,C,15250,11.34,0.2,Y,0
0.043428256547695596,MORTGAGE,1.0,VENTURE,B,14000,10.74,0.24,N,0
1.590951648511773,RENT,8.0,PERSONAL,C,8000,13.06,0.07,Y,0
0.45483341783368075,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,9.99,0.14,N,0
-0.3877293245500711,RENT,2.0,EDUCATION,B,3500,11.49,0.07,N,0
0.9625308648547307,MORTGAGE,4.0,EDUCATION,B,15000,10.62,0.17,N,0
-1.098398090943202,RENT,2.0,VENTURE,A,4000,9.32,0.11,N,0
-1.3581993448310927,RENT,3.0,EDUCATION,C,2250,13.35,0.07,Y,0
0.8222879601789306,OWN,10.0,PERSONAL,B,20000,10.99,0.24,N,0
-0.08309102867250912,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,8.94,0.19,N,0
0.6081629468826527,RENT,2.0,VENTURE,B,20000,10.99,0.27,N,0
0.28988062843598217,MORTGAGE,2.0,MEDICAL,A,14000,7.51,0.22,N,0
0.6081629468826527,MORTGAGE,1.0,MEDICAL,B,3600,12.69,0.05,N,0
1.3526624757502226,RENT,3.0,EDUCATION,B,15000,11.86,0.14,N,0
1.012252533807519,RENT,7.0,MEDICAL,B,12000,12.42,0.13,N,0
-0.8892976504061049,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7800,7.9,0.19,N,0
1.2450424051449376,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,11.99,0.15,N,0
-0.8543698639632722,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6000,6.91,0.15,N,0
0.28988062843598217,MORTGAGE,21.0,VENTURE,D,7000,16.07,0.11,N,0
0.035741318515277905,RENT,0.0,EDUCATION,B,1500,12.18,0.03,N,0
-0.5075397104200714,RENT,3.0,EDUCATION,C,8700,13.11,0.18,Y,1
1.2669998195308747,RENT,0.0,HOMEIMPROVEMENT,C,20000,14.22,0.2,N,0
-0.7973591924575428,RENT,2.0,EDUCATION,B,1500,11.86,0.04,N,0
1.2887362384569854,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18000,11.49,0.18,N,0
-0.341687784743208,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,6.17,0.2,N,0
0.6081629468826527,MORTGAGE,3.0,DEBTCONSOLIDATION,B,24000,10.36,0.32,N,0
0.7513858436296598,OWN,0.0,VENTURE,D,9600,15.31,0.12,N,0
-0.7973591924575428,RENT,1.0,MEDICAL,B,3000,12.18,0.07,N,0
-0.8543698639632722,MORTGAGE,6.0,MEDICAL,D,3000,15.62,0.08,N,1
-0.0031041349881601554,MORTGAGE,1.0,DEBTCONSOLIDATION,B,20000,10.99,0.35,N,0
-0.9640116626131463,RENT,2.0,DEBTCONSOLIDATION,A,2000,6.39,0.05,N,0
0.6081629468826527,RENT,8.0,PERSONAL,C,10000,13.49,0.13,N,0
1.1317782782451569,MORTGAGE,6.0,VENTURE,C,18000,13.79,0.19,N,0
-1.4470066056143203,RENT,0.0,DEBTCONSOLIDATION,C,6000,13.49,0.2,Y,0
1.012252533807519,MORTGAGE,6.0,EDUCATION,B,14000,10.99,0.16,N,0
0.6238291654981187,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.49,0.17,N,0
0.6081629468826527,MORTGAGE,9.0,PERSONAL,B,8000,11.26,0.11,N,0
1.455169235076122,MORTGAGE,13.0,PERSONAL,A,10000,7.14,0.09,N,0
-1.098398090943202,RENT,0.0,VENTURE,B,6000,12.21,0.17,N,0
0.8857408067182888,MORTGAGE,10.0,DEBTCONSOLIDATION,B,5500,10.99,0.06,N,0
1.2450424051449376,MORTGAGE,2.0,VENTURE,A,11000,7.66,0.11,N,0
-0.8892976504061049,MORTGAGE,7.0,PERSONAL,C,15000,12.99,0.39,N,0
-0.2962342156178043,RENT,4.0,DEBTCONSOLIDATION,B,6000,12.42,0.12,N,0
-1.2561266614206013,RENT,9.0,VENTURE,B,4800,11.11,0.15,N,0
-1.2313272902526433,RENT,2.0,MEDICAL,B,4000,10.25,0.12,N,0
-0.687581589230661,RENT,1.0,PERSONAL,C,4800,12.73,0.11,Y,0
0.28988062843598217,RENT,8.0,PERSONAL,C,10000,13.99,0.15,N,0
-0.2962342156178043,RENT,0.0,PERSONAL,E,4000,13.93,0.08,N,0
0.18456473494881837,MORTGAGE,7.0,PERSONAL,B,5000,11.83,0.08,N,0
0.6081629468826527,MORTGAGE,0.0,HOMEIMPROVEMENT,B,15000,11.48,0.2,N,0
-0.687581589230661,RENT,0.0,VENTURE,B,5000,9.99,0.12,N,0
1.6466215434243812,RENT,4.0,DEBTCONSOLIDATION,C,16800,14.26,0.13,Y,0
1.8224222044782823,MORTGAGE,8.0,MEDICAL,B,14500,12.69,0.11,N,0
1.5530221358569678,MORTGAGE,3.0,EDUCATION,A,5000,6.03,0.04,N,0
0.16650707989425,RENT,3.0,HOMEIMPROVEMENT,C,15000,13.23,0.24,Y,0
-0.687581589230661,RENT,8.0,DEBTCONSOLIDATION,D,5000,14.91,0.12,N,1
0.8061303712294622,MORTGAGE,21.0,PERSONAL,A,10000,6.99,0.12,N,0
1.1317782782451569,RENT,1.0,EDUCATION,B,2400,10.37,0.03,N,0
-1.4470066056143203,RENT,0.0,HOMEIMPROVEMENT,B,15000,11.36,0.5,N,1
0.5174679648865276,RENT,8.0,MEDICAL,A,14000,7.88,0.19,N,0
-0.042652183083643255,MORTGAGE,7.0,MEDICAL,C,6000,14.27,0.11,N,0
0.1114203200616098,MORTGAGE,7.0,EDUCATION,C,6200,15.96,0.1,N,0
-0.2962342156178043,RENT,4.0,VENTURE,B,4000,11.49,0.08,N,0
-1.704101134189049,OWN,3.0,MEDICAL,A,8500,7.9,0.34,N,0
0.6081629468826527,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,12.69,0.07,N,0
-0.17423482144345886,OWN,3.0,VENTURE,C,14000,11.34,0.27,N,0
0.19890405969141195,MORTGAGE,0.0,PERSONAL,B,12000,10.39,0.19,N,0
1.855920096342188,MORTGAGE,12.0,HOMEIMPROVEMENT,F,20000,17.46,0.15,N,0
0.28988062843598217,RENT,1.0,MEDICAL,B,12000,12.18,0.18,N,0
-0.5828155858244642,RENT,2.0,PERSONAL,B,11000,11.46,0.25,N,1
-0.7973591924575428,MORTGAGE,13.0,HOMEIMPROVEMENT,A,8000,8.59,0.2,N,0
-0.2962342156178043,RENT,1.0,HOMEIMPROVEMENT,A,10000,6.62,0.2,N,0
-0.08292842573940847,RENT,3.0,PERSONAL,C,12000,13.49,0.22,N,0
-0.7973591924575428,RENT,5.0,MEDICAL,C,9000,13.61,0.23,Y,0
-0.08292842573940847,MORTGAGE,6.0,MEDICAL,A,6800,6.99,0.12,N,0
0.7720772187240228,MORTGAGE,7.0,MEDICAL,D,20000,15.99,0.25,N,1
0.3903432121349361,RENT,4.0,EDUCATION,D,5000,15.05,0.07,N,0
-0.296054996697363,MORTGAGE,5.0,VENTURE,B,3000,11.12,0.06,N,0
0.72337459222027,RENT,13.0,PERSONAL,D,12000,15.05,0.15,N,0
-0.08292842573940847,MORTGAGE,5.0,EDUCATION,B,2000,12.69,0.04,N,0
-1.953707769127263,RENT,0.0,PERSONAL,B,8000,10.95,0.33,N,1
0.7513858436296598,RENT,4.0,PERSONAL,E,6400,16.4,0.08,N,1
-0.5325459107858193,OWN,2.0,VENTURE,B,7000,9.88,0.16,N,0
1.2450424051449376,MORTGAGE,6.0,DEBTCONSOLIDATION,C,35000,12.73,0.35,Y,0
0.1114203200616098,RENT,3.0,EDUCATION,A,12000,7.51,0.2,N,0
-0.8892976504061049,OWN,8.0,EDUCATION,C,9600,13.61,0.25,Y,0
-0.687581589230661,MORTGAGE,8.0,DEBTCONSOLIDATION,C,6000,13.49,0.14,Y,0
1.404524789568717,MORTGAGE,11.0,MEDICAL,A,10000,7.9,0.09,N,0
1.012252533807519,RENT,8.0,PERSONAL,B,16000,10.62,0.18,N,0
0.8329932072909133,MORTGAGE,3.0,EDUCATION,D,12000,15.62,0.14,Y,0
0.1114203200616098,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,6.54,0.08,N,0
-0.08292842573940847,MORTGAGE,7.0,MEDICAL,B,3200,10.99,0.06,N,0
0.8857408067182888,OWN,3.0,VENTURE,C,10000,14.27,0.12,N,0
-0.687581589230661,RENT,4.0,VENTURE,B,4000,10.74,0.1,N,0
1.455169235076122,RENT,2.0,VENTURE,B,10000,11.48,0.09,N,0
-0.08292842573940847,MORTGAGE,16.0,VENTURE,D,12500,15.7,0.23,N,0
1.455169235076122,MORTGAGE,11.0,MEDICAL,A,10000,7.51,0.09,N,0
-0.2962342156178043,RENT,0.0,MEDICAL,B,10000,10.95,0.2,N,0
-0.6346795563963202,MORTGAGE,5.0,VENTURE,A,5000,8.94,0.12,N,0
-0.6242500864428197,RENT,1.0,MEDICAL,A,10000,7.49,0.23,N,0
-0.12395988270649203,RENT,5.0,VENTURE,B,12000,10.99,0.22,N,0
0.1114203200616098,RENT,3.0,PERSONAL,D,10000,15.33,0.17,N,0
-0.196683940343296,RENT,1.0,EDUCATION,B,4000,10.65,0.08,N,0
0.28988062843598217,RENT,2.0,EDUCATION,C,8000,12.68,0.12,N,0
-0.5325459107858193,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8800,8.49,0.19,N,0
0.9625308648547307,RENT,2.0,PERSONAL,A,4000,7.51,0.05,N,0
-1.4470066056143203,OWN,2.0,PERSONAL,C,8000,14.26,0.27,Y,0
1.7363184378170948,MORTGAGE,4.0,HOMEIMPROVEMENT,E,30000,19.69,0.24,N,0
0.1114203200616098,RENT,7.0,EDUCATION,A,3000,7.9,0.05,N,0
-0.5325459107858193,RENT,4.0,MEDICAL,A,7000,7.51,0.16,N,0
-1.1442832493144757,RENT,7.0,DEBTCONSOLIDATION,B,12000,11.89,0.35,N,1
0.4388890444294791,RENT,7.0,VENTURE,C,12000,13.23,0.17,N,0
0.8857408067182888,MORTGAGE,18.0,EDUCATION,B,20000,10.65,0.24,N,0
0.035741318515277905,MORTGAGE,11.0,HOMEIMPROVEMENT,A,3500,7.51,0.06,N,0
-0.2962342156178043,RENT,6.0,EDUCATION,B,5000,10.99,0.1,N,0
-0.687581589230661,RENT,11.0,PERSONAL,B,1000,9.76,0.02,N,0
-0.20840426828818714,RENT,1.0,HOMEIMPROVEMENT,D,6000,14.59,0.12,Y,1
0.1114203200616098,MORTGAGE,14.0,PERSONAL,B,2000,10.65,0.03,N,0
-1.8608284519682006,RENT,1.0,HOMEIMPROVEMENT,C,9250,12.87,0.39,N,1
0.45483341783368075,MORTGAGE,6.0,EDUCATION,A,6000,7.49,0.09,N,0
0.45483341783368075,MORTGAGE,7.0,HOMEIMPROVEMENT,B,16100,11.83,0.23,N,0
0.8857408067182888,MORTGAGE,0.0,PERSONAL,A,10000,7.49,0.12,N,0
-0.687581589230661,MORTGAGE,14.0,EDUCATION,B,3500,10.65,0.08,N,0
1.6466215434243812,MORTGAGE,3.0,VENTURE,A,5000,7.49,0.04,N,0
0.45483341783368075,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5000,7.29,0.07,N,0
0.28988062843598217,MORTGAGE,6.0,EDUCATION,A,10000,6.62,0.15,N,0
0.8857408067182888,RENT,4.0,DEBTCONSOLIDATION,A,9600,7.51,0.11,N,0
0.6081629468826527,MORTGAGE,3.0,MEDICAL,B,10000,9.91,0.13,N,0
-0.2962342156178043,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,8.0,0.2,N,0
-0.5325459107858193,RENT,2.0,VENTURE,B,10000,10.59,0.22,N,0
-0.8426193521291696,MORTGAGE,7.0,PERSONAL,A,7000,9.32,0.18,N,0
-0.1869859859902672,MORTGAGE,7.0,PERSONAL,A,15000,6.99,0.29,N,0
-0.042652183083643255,RENT,1.0,MEDICAL,B,2500,11.49,0.04,N,0
-1.4470066056143203,RENT,0.0,PERSONAL,D,7200,16.29,0.24,N,1
1.2450424051449376,MORTGAGE,7.0,VENTURE,A,14000,5.79,0.14,N,0
0.6081629468826527,RENT,1.0,VENTURE,B,1800,11.49,0.02,N,0
-1.5395198114898025,OWN,2.0,HOMEIMPROVEMENT,B,3300,10.59,0.11,N,0
-0.7973591924575428,RENT,1.0,VENTURE,A,3650,6.91,0.09,N,0
-0.8892976504061049,RENT,7.0,DEBTCONSOLIDATION,C,10000,13.49,0.26,N,0
1.455169235076122,MORTGAGE,11.0,MEDICAL,A,15000,7.88,0.14,N,0
-0.2962342156178043,RENT,0.0,VENTURE,B,12500,11.71,0.25,N,0
-0.7973591924575428,RENT,0.0,EDUCATION,B,7000,8.88,0.17,N,0
